,Unnamed: 0,Message,Narrative,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
674,,receiv hope kit jill said exact need right diagnos recent widow dont lot support home creat hope kit women like jill help bring back lowest women diagnos breast cancer everi day valentin day mission make women feel love honor provid hope kit join us deliv hope kit recent diagnos women valentin day help donat http bit ly rhztdi,1,,,,
675,,rhonda strength determin spirit noth short miracl im bless everi day wonder give wife pray day individu famili battl breast cancer take journey day time today good day chet share wife rhonda last surgeri octob join us send well wish time recoveri heal,1,,,,
676,,face breast cancer made awar precious life matter minut everyth chang diagnosi affect love one well thank support receiv treatment receiv love envelop grate survivor,1,,,,
677,,go breast cancer made decis tell famili complet treatment thing learn time never shut famili alway good support love one side go someth life chang,1,,,,
678,,past march evelyn receiv heartbreak news breast cancer reflect experi said felt like life jeopardi cri entir day convinc wasnt anyth els fight hard admir strength resili,1,,,,
679,,survivor inspir us everi day fill blank let us know mani year survivorshipstrong are,0,,,,
680,,moment realiz someth isnt right feel youll never forget find lump abnorm mammogram hear word cancer unforgett moment youv face breast cancer tell us cancer detect,0,,,,
681,,face breast cancer tough around share news love one endless doctor appoint treatment session fear recurr noth cancer easi toughest part journey share survivor experienc challeng,0,,,,
682,,alon someon side support diagnos coronavirus pandem everi survivor stori differ want hear you,0,,,,
683,,million cancer survivor unit state everi survivor uniqu share import characterist inspir hope other today everi day celebr braveri strength willpow happi nation cancer survivor day,0,,,,
684,,today worldcancerday lend voic unit impact cancer,0,,,,
685,,cheer nationalcancersurvivorsday today day hope diagnos type cancer bold brave beauti share friend let know your survivor,0,,,,
686,,earli detect tool like mammogram remain first line defens breast cancer survivor said breast cancer detect mammographi tell us mammogram help save life,0,,,,
687,,fear possibl cancer recurr debilit hear survivor tell us treatment end celebr sometim short live fear breast cancer come back stay us even day feel best anxieti normal part survivorship journey alon hope share thought survivor perspect help inspir courag someon struggl,0,,,,
688,,lose hair due chemotherapi treatment hardest time breast cancer journey choos face new realiti,0,,,,
689,,want hear word breast cancer heartbreak sober accept new normal comment tell us felt moment,0,,,,
690,,recent studi conclud approxim women reconstruct surgeri mastectomi women might feel pressur surgeri other simpli person prefer make decis reconstruct surgeri want hear comment below,0,,,,
691,,day work keephopeal heart face breast cancer world cancer day lend voic support impact diseas touch mani live,0,,,,
692,,million survivor u keep hope aliv tag survivor share stori comment,0,,,,
693,,nation breast cancer foundat myplat com team help spread hope awar breast cancer person tx licens plate texan creat custom plate proud proclaim support help fund nbcf program everi pink plate octob plate say http bit ly b hxkx,0,,,,
694,,hear word breast cancer turn life upsid mani women say transform experi whether posit negat want hear learn throughout journey share us comment below,0,,,,
695,,post mastectomi recoveri difficult navig would like hear experi help make comfort either home hospit,0,,,,
696,,radiat therapi caus uncomfort side effect dri irrit skin discolor onset fatigu experienc side effect,0,,,,
697,,breast cancer diagnosi life alter share comment youv learn throughout journey,0,,,,
698,,awkward pain uncomfort easi life save word weve heard use describ mammogram want hear first mammogram like,0,,,,
699,,know lot breast cancer patient face differ treatment plan tax tell us hardest part treatment,0,,,,
700,,take moment consid import women life know someon touch breast cancer,0,,,,
701,,hope courag believ stronger togeth join us beacon hope light comment heart,0,,,,
702,,mani patient experi various eye issu cancer treatment known symptom includ irrit dri eye tear red pain blur vision experi,0,,,,
703,,breast cancer gruel physic emot octob want start convers around realiti breast cancer good bad ugli follow along us join convers,0,,,,
704,,honor breast cancer awar month share new custom hope frame profil pic perfect way show friend stand us hope face breast cancer alon tri now,0,,,,
705,,nation cancer survivor day sunday share friend strong hope are,0,,,,
706,,know say love diagnos cancer difficult wed love hear experienc comfort thing peopl said want hear friend famili most,0,,,,
707,,lose hair due chemotherapi hardest realiti breast cancer patient face your survivor alreadi gone wed love share advic soon face this,0,,,,
708,,today everi day work keephopeal provid help inspir hope face breast cancer worldcancerday iamandiwil,0,,,,
709,,seen heard mani stori love one cancer patient shave head solidar wide rang feel live cancer toward gestur hair loss emot part breast cancer journey experi person next would love hear feel topic encourag share stori below,0,,,,
710,,lot women told us perspect outlook life chang drastic breast cancer diagnosi breast cancer diagnosi chang outlook life,0,,,,
711,,know million breast cancer survivor unit state includ women still treat complet treatment survivor continu heart work hard everi day toward mission help women now,0,,,,
712,,face life chang diagnosi like breast cancer often creat strong disconnect around us similar experi welcom share thing wish love one would understand navig life diseas,0,,,,
713,,undergo treatment cancer challeng physic emot comfort word encourag advic eas side effect fun tip pass time someon similar experi could help spark hope patient heart treatment share other comment below,0,,,,
714,,today want give big shout caregiv men women real mvps take patient appoint run errand shoulder cri caregiv constant perform selfless act kind make big differ youv face breast cancer tell us caregiv made differ throughout journey,0,,,,
715,,ask listen hope face mask avail pre order wear face mask style support breast cancer awar pre order http bit ly hopemask https nbcfshop com collect accessori product hope face mask,0,,,,
716,,undergo treatment breast cancer general support team medic profession includ oncologist breast surgeon well primari care physician medic terminolog number appoint feel overwhelm time help navig complex cancer care facil like one partner offer support patient navig help coordin care face breast cancer patient navig impact journey,0,,,,
717,,fear breast cancer come back stay us even day feel best survivor cope fear recurr,0,,,,
718,,nurs often bright light throughout difficult process treatment tell us nurs meant you,0,,,,
719,,men women face metastat breast cancer come term differ diagnosi symptom side effect similar breast cancer patient stage patient mani stark realiti must face journey take moment read strong metavivor wish peopl would acknowledg http bit ly klr https www everydayhealth com hs breast cancer metastat breast cancer wish peopl knew,0,,,,
720,,pink product pink ribbon pinktob breast cancer awar month rais awar fund continu provid life save servic women need awar mix feel bcam share us feel anyth observ support special month,0,,,,
721,,today nation metastat breast cancer awar day metastat breast cancer cancer spread outsid breast area bodi bone lung brain stage patient often endur lifelong treatment prevent growth diseas manag symptom continu keep affect metastat breast cancer thought prayer,0,,,,
722,,survivor brave beauti strength overcom inspir us everi day,0,,,,
723,,join us throughout month octob encourag undergo treatment support resili survivor honor memori pass keephopeal everi day breast cancer awar month,0,,,,
724,,breast self exam help familiar breast feel look practic least month alert healthcar profession discov chang inform perform breast self exam visit https bit ly jo k https www nationalbreastcanc org breast self exam,0,,,,
725,,sometim word fail music speak simpl song stir emot move us even inspir strength persever would love know song lyric help hard day breast cancer journey,0,,,,
726,,mastectomi common procedur breast cancer patient endur mani women go surgeri talk emot decis share experi comment below,0,,,,
727,,breast cancer diagnosi chang cours life prioriti chang simpl task becom difficult help thing peopl eas burden share us comment below,0,,,,
728,,accord nation cancer institut breast cancer detect earli local stage year relat surviv rate earli detect includ month breast self exam schedul regular clinic breast exam mammogram increas chanc detect breast cancer earli check free guid step earli detect https www nationalbreastcanc org earli detect guid https www nationalbreastcanc org earli detect guid,0,,,,
729,,emot support cancer survivor need everi step even treatment conclud reliabl support system key manag new normal survivorship sad breast cancer survivor say support love one decreas complet treatment experi like share comment below,0,,,,
730,,octob year long offer hope women affect breast cancer,0,,,,
731,,nation mammographi day share import remind lilli shockney schedul mammogram march like instruct delay screen covid pandem control possibl even doesnt mean mammogram isnt import necessari healthcar provid want keep safe possibl time come pleas get reschedul import screen test still month breast self exam look chang last month month find someth see provid might even want get diagnost mammogram ensur well healthcar facil includ breast imag facil take great measur keep safe,0,,,,
732,,undergo treatment chemotherapi immunotherapi radiat therapi result short long term side effect side effect often begin start treatment steadili linger develop mani year post treatment mani survivor open share suffer ailment memori loss fatigu sad even infertil cope chronic side effect sinc end breast cancer treatment pleas share comment below,0,,,,
733,,hope kit care packag messag hope share patient activ treatment breast cancer pack love hope kit full comfort encourag item patient find help undergo breast cancer treatment check nbcf org inform hope kit support servic,0,,,,
734,,common symptom breast cancer includ new lump breast underarm armpit thicken swell part breast irrit dimpl breast skin bodi show earli warn sign encourag consult doctor immedi detect breast cancer earli stage help save life learn symptom sign breast cancer visit bit ly nqxepj,0,,,,
735,,breast cancer case diagnos local stage sign cancer spread outsid breast year surviv rate earli detect key could save life breast cancer detect earli treat success increas chanc surviv mammogram best way detect breast cancer earli today nationalmammographyday encourag proactiv breast health schedul screen,0,,,,
736,,today everi day thank hope inspir found heart survivor everywher,0,,,,
737,,term cancerversari well known breast cancer communiti use describ anniversari specif time date event life person touch diseas survivor choos celebr mileston way look back far come sinc diagnosi other choos dismiss period time reflect bad memori would love hear thought pleas share us feel cancerversari,0,,,,
738,,sometim need small remind strong resili are,0,,,,
739,,today nation cancer survivor day cancer affect us way want take moment celebr cancer survivor honour rememb whose succumb terribl diseas tell us,0,,,,
740,,age montana diagnos stage tripl negat breast cancer aggress subtyp typic affect young women women brca gene mutat montana screen annual sinc age find carrier gene annual mammogram ultim save life thank earli detect cancer read montana journey breast cancer http bit ly piisk http www getpinkd com blank f fund rais program like getpinkd support project aim find new way treat aggress breast cancer,1,,,,
741,,proud commemor year partnership cibc thank dedic cibcrunforthecur commit creat futur without breast cancer,0,,,,
742,,finish sentenc,0,,,,
743,,deanna king particip wonder support canadian breast cancer foundat cibc run cure sadden news pass thought famili friend,1,,,,
744,,februari canadian cancer societi ccs canadian breast cancer foundat cbcf join forc increas oper effici impact type cancer canadian unpreced merger allow new canadian cancer societi acceler impact donor dollar cancer research vital support servic peopl live affect cancer togetherwearestrong learn websit cbcf org,0,,,,
745,,want hear breast cancer stori tell us connect caus comment breast cancer diseas touch live mani famili friend communiti women men diagnos breast cancer canada year communiti help other,0,,,,
746,,breast cancer chang live thousand peopl everi year peopl like nadia sharon kimberley anjum learn person uniqu experi breast cancer survivor open help rais awar support other similar journey,1,,,,
747,,han christian andersen said word fail music speak want know,0,,,,
748,,inspir passion communiti answer frequent ask question breast cancer know matter mani includ metastat breast cancer impact canadian breast densiti affect breast cancer risk men get breast cancer find import inform topic bring awar latest blog,0,,,,
749,,finish sentenc,0,,,,
750,,diagnos experienc breast cancer want know,0,,,,
751,,largest studi date condit known chemobrain show women breast cancer report substanti problem chemotherapi long month treatment chemobrain refer type mental fog peopl experi chemotherapi includ problem think concentr memori read studi led michell c janelsin ph pictur http bit ly iex mx https www urmc rochest edu news stori chemo brain women breast cancer pervas studi show,0,,,,
752,,continu increas awar access post mastectomi breast reconstruct option canadian women bra breast reconstruct awar day event canada relationship communiti member physician inform access resourc anytim consult bra day websit bra day com,0,,,,
753,,want live fear find genet mutat put high risk breast cancer meghan underw doubl mastectomi age find encourag canadian learn health support other breast cancer journey cibcrunforthecur,1,,,,
754,,particip canadian cancer societi cibcrunforthecur year initi join cibc titl sponsor diagnos breast cancer felt person connect run desir give back breast cancer caus angi team cibc member diagnos breast cancer run took whole new mean angi see inspir other chang futur breast cancer http bit ly jtkzar,1,,,,
755,,thank support breast cancer caus offer lucki canadian cancer societi cibcrunforthecur support exclus prize packag westjet samsonit canada ritz carlton cancun everi fundrais donat onlin septemb pst octob pm pst enter chanc win roundtrip flight guest canadian westjet destin regular schedul market westjet destin winner receiv samsonit luggag set well night accommod ritz carlton cancun star oceanfront hotel provid ttitravelcanada miss chanc win incred prize packag valid decemb wait join run start fundrais enter chanc win full rule regul visit https bit ly ydo https support cancer ca site spagenavig rftc nw rule reg westjet htmls src soo facebook fwbc social subsrc westjetincent cibcrftc utm sourc soo facebook fwbc utm medium social utm content westjetincent utm campaign cibcrftc,0,,,,
756,,event like run continu make progress diagnos treat breast cancer give hope affect canadian cancer societi cibcrunforthecur person mean scott wife ann cibc employe whose famili member affect breast cancer scott open impact breast cancer live share determin ever make differ year reimagin run,1,,,,
757,,moment arriv lodg felt warmth compass staff resid form treasur friendship peopl knew exact feel offer comfort understand sharon found leav home month receiv breast cancer treatment felt especi scare anxious away love one difficult time stay canadian cancer societi lodg gave home away home could find strength courag peopl like sharon need travel outsid communiti life save cancer treatment lodg provid safe rest place stay focus heal grate partner like tetley canada support lodg communiti help us ensur face cancer alon,1,,,,
758,,thank support research discov breakthrough step treatment aggress form breast cancer tripl negat treatment combin cancer kill virus surgeri immunotherapi could prevent relaps potenti improv surviv rate aggress form cancer help continu drive progress breast cancer research support canada best brightest research http bit ly nz fcq,0,,,,
759,,call changemak honour someon special run regist creat person campaign canadian breast cancer foundat cibcrunforthecur http bit ly aadchn cibc,0,,,,
760,,help tetley canada pick annual canadian breast cancer foundat packag tetley donat cent sale everi limit edit box visit facebook page tetley canada tell design like,0,,,,
761,,today canadian cancer societi releas canadian cancer statist report new report studi cancer includ breast cancer key find show femal breast cancer death rate decreas estim sinc peak thank improv earli detect treatment togeth chang futur breast cancer canadian women countri learn sign progress bit ly lynax http bit ly lynax,0,,,,
762,,meet bernic breast cancer survivor passion advoc breast cancer caus campaign hero year canadian cancer societi cibcrunforthecur breast cancer survivor bernic determin make meaning differ other affect diseas exact year sinc first run determin rais fund continu grow self describ energ bunni bernic upfront person take answer ask donat rais count breast cancer caus inspir run support like bernic help us make differ live canadian affect breast cancer learn differ canadian women featur campaign person breast cancer journey,1,,,,
763,,octob breastcancerawarenessmonth know canadian expect diagnos cancer everi singl day thank generous support like import progress made breast cancer research help live breast cancer live longer fuller live see support help chang futur breast cancer,0,,,,
764,,regist cibcrunforthecur octob better time save minimum donat regist june tell famili friend co worker sign togeth forc life face breast cancer,0,,,,
765,,make home stretch run day count top individu fundrais canada regist cibcrunforthecur automat win philip prize pack check out,0,,,,
766,,think biggest misconcept breast cancer alway fatal breast cancer detect earli individu better chanc surviv canada year surviv rate earli detect make differ meet dr ile,0,,,,
767,,today metastat breast cancer awar day women live metastat breast cancer face rang physic practic emot challeng great impact qualiti life recogn uniqu challeng help women love one cope live well metastat breast cancer websit share resourc well stori women st john nl live diseas year determin hope fill impact communiti http bit ly ednoqn,0,,,,
768,,interest start breast cancer support group communiti canadian cancer societi offer breast cancer support volunt train workshop calgari ab june workshop free women alberta saskatchewan breast cancer diagnosi want provid vital peer support other help us ensur face breast cancer alon appli today http support cbcf org prairi volunt train workshop,0,,,,
769,,er estrogen recept posit breast cancer mean breast cancer growth fuel estrogen effect estrogen cell stop cancer growth slow hormon therapi help learn more,0,,,,
770,,there lot excit come cibcrunforthecur site alberta new brunswick manitoba saskatchewan passion chang futur breast cancer inspir grate commit breast cancer caus comment let us know your take part run event today where,0,,,,
771,,cancermyth buster wear bra might caus breast cancer true fals tell us comment well share answer day,0,,,,
772,,face cancer alon breast cancer survivor joan aucoin found share strength sos peer support group want creat place women could come togeth share experi watch hear group women share stori empow cancer journey,1,,,,
773,,purchas design cibcrunforthecur virtual balloon custom balloon travel sky use real weather pattern day race balloon come first could win cibc prepaid gift card second place could win cibc prepaid gift card third place could win cibc prepaid gift card purchas balloon rabr co cbcf contest rule http bit ly c c d,0,,,,
774,,happi father day want know,0,,,,
775,,nan,0,,,,
776,,proud communiti south border empow bodi runway,0,,,,
777,,lymphedema health condit result breast cancer treatment follow surgic remov lymph node underarm area radiat treatment area lymph node remov damag lymphat system unabl work effect area lymph fluid build caus swell arm hand chest area everyon lymph node remov radiat underarm area develop lymphedema learn sign symptom,0,,,,
778,,sign cibcrunforthecur sign start fundrais year thank lucki winner new kitchenaid canada prize packag limit time everi fundrais donat onlin august pm pst receiv ballot enter chanc win kitchenaid prize packag hurri contest end soon full rule regul visit http bit ly oo gse http convio cancer ca site docserverdocid src soo facebook fwbc social subsrc kitchenaidrul cibcrftc utm sourc soo facebook fwbc utm medium social utm content kitchenaidrul utm campaign cibcrftc,0,,,,
779,,last year peopl canada particip cibcrunforthecur your particip year comment tell us your run for,0,,,,
780,,inspir run year tag mention changemak post cibcrunforthecur,0,,,,
781,,get shop good caus shopper drug mart bold beauti gala direct support women health get pamper beautifi spoil favourit shopper drug mart beauti expert fund rais ticket sale go excit initi digit mobil mammographi coach bc ontario canada first interact onlin breast screen decis aid provid women person screen guid sdmbeautygala saturday august visit local shopper drug mart purchas ticket today miss visit cbcf org beboldwithbeauti,0,,,,
782,,uplift throwback memor moment past cibcrunforthecur event weve reimagin year run due covid still fun meaning unforgett octob canadian countri unit take part new innov experi includ thing love run day connect teammat inspir live stream virtual open ceremoni high energi warm surpris along way year run rememb sign cibc run cure help us prove face breast cancer alon https bit ly faz ti https support cancer ca site spageserv nonc token ae b f f eb pagenam rftc nw home src soo facebook fwbc social subsrc runthrowback cibcrftc utm sourc soo facebook fwbc utm medium social utm content runthrowback utm campaign cibcrftc,0,,,,
783,,inspir year old maya proof age number come fundrais first year fundrais canadian cancer societi cibcrunforthecur team maya shore rais today maya encourag other start fundrais like advic go it,1,,,,
784,,weve made progress fight breast cancer breast cancer year surviv rate today year surviv rate thank earli detect improv therapi yourdonationsatwork cancerresearch bcam http bit ly wx jqw,0,,,,
785,,join friend prostat cancer canada support wrestl legend bret hit man hart thought him,1,,,,
786,,continu increas awar access post mastectomi breast reconstruct option canadian women bra breast reconstruct awar day event canada relationship communiti member physician inform access resourc anytim consult bra day websit bra day com breastcanc mastectomi braday,0,,,,
787,,breast cancer come back known recurr new cancer recurr occur breast cancer first appear neighbour lymph node chest wall mastectomi distant site bodi learn more,0,,,,
788,,realiz valuabl simpl thing life anymor say vicki cancer treatment tri put foot front know would gotten without program inform canadian cancer societi offer vicki iachetta diagnos breast cancer nearest citi receiv radiat treatment hour away vicki husband stay canadian cancer societi lodg offer low cost accommod need treatment away home proud support canadian like vicki compassion program servic make life easier peopl face cancer diagnosi grate partner like kitchenaid canada longtim support canadian affect breast cancer donat near million sinc thank partner share commit breast cancer caus continu support peopl like vicki show canadian face cancer alon learn program offer peopl face cancer visit http bit ly yjllke,1,,,,
789,,everi women get mammogram breast cancer get mammogram use onlin decis aid tool find www cbcf org mytest mybreastsmytest,0,,,,
790,,bucket list list thing person want achiev experi reach certain age die want know,0,,,,
791,,back year fabul shop chariti calendar sweepstak proceed benefit research support program get calendar earli bonus deadlin oct buy deadlin elig earli bonus cash prize enter win prize year long buy calendar http bit ly dtgq purchas necessari math skill test requir open septemb januari legal resid canada reach age major jurisdict resid odd win prize depend number entri receiv term condit appli prize valu approxim base price prize vip prize deadlin oct rocki mountain trip banff vancouv earli bonus prize deadlin oct earli bird prize deadlin nov prize million prize vehicl trip valu odd select depend number entri receiv odd select entrant win prize holidaypr deadlin dec gift card daili prize week prize prepaid transat travel voucher condit appli month prize vehicl pink ball prize odd select play depend number entri receiv odd select entrant win million see full rule www sweepstakesforthecur ca,0,,,,
792,,regist canadian breast cancer foundat cibcrunforthecur august enter chanc win round trip flight westjet http bit ly bxot j http cibcrunforthecur supportcbcf com site pageserverpagenam registrationblitz utm sourc socialmedia utm medium facebook utm term regblitz utm content regblitz utm campaign regblitz,0,,,,
793,,excit share exclus earli bird registr offer year canadian cancer societi cibc run cure regist onlin pm pst receiv chanc win kitchenaid k variabl speed blender sign today run walk honour celebr affect breast cancer year event octob togeth forc life face breast cancer full rule regul https bit ly svmhmu https support cancer ca site spagenavig rftc nw rule reg kitchenaid htmls src soo facebook fwbc social subsrc kitchenaidrulesandreg cibcrftc utm sourc soo facebook fwbc utm medium social utm content kitchenaidrulesandreg utm campaign cibcrftc,0,,,,
794,,nationaldoctorsday express particular gratitud physician canada dedic help affect breast cancer assist us live life fullest,0,,,,
795,,breast cancer research discoveri drs mari claud bourgeoi daigneault jean simon diallo john bell discov new tripl combin treatment could help improv outcom peopl aggress form breast cancer tripl negat research found give breast cancer patient cancer kill virus surgeri signific improv effect immunotherapi drug given surgeri,0,,,,
796,,urg women mammogram everi year talk doctor whether mammogram learn http bit ly yhbrto bcam,0,,,,
797,,cancermyth buster dispos plastic water bottl caus cancer theyr frozen left car expos heat true fals tell us comment well share answer day,0,,,,
798,,today big day excit honour communiti canada come togeth canadian women men diagnos breast cancer year vision creat futur without breast cancer support know achiev sign would like join us there still time join us pleas donat go www cibcrunforthecur com now,0,,,,
799,,run way know still particip cibcrunforthecur make run day find offici run locat communiti still join sign activ suit elig tax receipt fundrais award run shirt get group togeth walk bike ride activ home anyth goe myrunanyway,0,,,,
800,,braday give opportun see real breast reconstruct result show tell loung look photo see result women open shirt heart share stori bra day free annual event take place communiti canada regist today interest attend http bit ly v xb,0,,,,
801,,get pink earli bird registr chanc win kitchenaid blender kernel extraordinari popcorn gift card sure sign april chanc win cbcf org getpinkd,0,,,,
802,,cancer discrimin affect affect famili friend neighbour colleagu say susan penney diagnos stage breast cancer susan total shock heard month year live intens chemotherapi radiat susan remiss year susan work newfoundland offic health promot cancer prevent educ duti includ work resourc room fit client prosthes wig men women children age background visit resourc room thank advanc research aliv healthi today countless other fortun need support research better treat prevent cancer canadian women expect diagnos breast cancer lifetim read breast cancer year recent releas canadian cancer statist report http bit ly ssi q,1,,,,
803,,joan aucoin diagnos breast cancer year old felt alon later went creat local support group help other breast cancer journey help us creat support program women countri today last day receiv tax receipt donat canadian breast cancer foundat donat cbcf org donat,1,,,,
804,,sadden pass rolland fox true crusad relentless effort conquer cancer much support cancer research grate thought fox famili time,1,,,,
805,,everi day canadian women diagnos breast cancer septemb join thousand peopl canadiancancersocieti cibcrunforthecur help make breast cancer beatabl sign june save minimum registr donat,0,,,,
806,,thank changemak canada volunt particip donor sponsor anoth inspir memor cibcrunforthecur excit announc rais estim million wouldnt possibl without incred support passion commit mean well abl fund ground break research provid servic benefit canadian affect breast cancer togeth truli chang futur breast cancer,0,,,,
807,,share advic comment below,0,,,,
808,,canadian breast cancer foundat run virtualballoonrac complet virtual digit race synchronis real time weather virtual balloon purchas launch octob skill requir particip balloon virtual launch hope bc honour love purchas virtual balloon balloon race day long balloon come first could win cibc prepaid gift card second place win cibc prepaid gift card third cibc prepaid gift card join movement rabr co cbcf https cbcf rentaballoonrac com admin contest rule http bit ly c c https cbcf rentaballoonrac com admin index phpr site page view rule,0,,,,
809,,new year canadian cancer societi cibcrunforthecur top fundrais team event could earn team tent day regist start fundrais treat team special reward,0,,,,
810,,cibcrunforthecur creep us want know site your particip comment see locat http bit ly q wvnz,0,,,,
811,,joan aucoin mount pear nl diagnos breast cancer year old see need opportun help other start peer support group share strength sos continu volunt facilit year later read joan stori websit http bit ly hbf e,1,,,,
812,,mammogram find cannot mammogram save live book mammogram today call go https youtu tkmxigzaeq https www youtub com watchv tkmxigzaeq featur youtu be,0,,,,
813,,mother teach us show us love forgiv deal best worst world offer mother day tomorrow honour mom special role model gift support breast cancer caus mothersday,0,,,,
814,,metastat breast cancer sometim call advanc stage breast cancer breast cancer spread distant part bodi lung liver bone brain canada new breast cancer metastat diagnos women first diagnos earli stage breast cancer go develop metastat breast cancer help affect metastat breast cancer make donat,0,,,,
815,,noth say team spirit like annual canadian cancer societi cibcrunforthecur volunt run director train confer last weekend leadership volunt came togeth gear year event weekend fill build relationship learn import share messag hope month left run encourag make promis help make breast cancer beatabl regist today http bit ly wedwnu,0,,,,
816,,cibcrunforthecur back septemb readi run walk help make breast cancer beatabl regist onlin pst chanc win roundtrip flight guest regular schedul market westjet destin p ad bonus receiv registr donat sign june sign today view full rule regul visit http bit ly r nn https secur convio net cbcf site spageserv nonc token e e c c pagenam fundrais incent src facebookfwbc social subsrc cibcrftc utm sourc facebookfwbc utm medium social utm content westjet incent utm campaign cibcrftc,0,,,,
817,,nan,0,,,,
818,,regist new teammat cibcrunforthecur could win saeco moltio focus start now,0,,,,
819,,today mark month sinc summer began want know,0,,,,
820,,meet women scienc advanc cancer research includ dr lynn quan whos make differ futur breast cancer,0,,,,
821,,canadian cancer societi cibc run cure particip long time cibc employe make differ danc meet sandeep find sandeep got involv cibc run cure last year heard colleagu year sandeep host onlin bhangra danc class creat inspir danc video promot run take look join us show appreci sandeep particip show passion breast cancer caus creativ way like this,1,,,,
822,,case miss canadian cancer societi cibcrunforthecur huge success past sunday canadian join run communiti countri rais estim million breast cancer caus incred accomplish help us continu fund best breast cancer research countri provid nationwid cancer support system canadian face breast cancer alon grate cibc generous titl sponsor twenti year continu support run share promis make breast cancer beatabl save date next year run octob,0,,,,
823,,small certain make big impact year old twin sister surrey british columbia collect bottl can fundrais canadian cancer societi cibcrunforthecur year theyr rais money sensat sister surrey canadian cancer societi cibc run cure team rais run last year way go make differ learn fundrais chang futur breast cancer http bit ly zgvqkh,1,,,,
824,,flashback year ago announc merg canadian cancer societi sinc support help us continu chang live canadian affect breast cancer mark impact year chang soon renam account reflect canadian cancer societi commit futur without breast cancer,0,,,,
825,,dyk canadian women expect diagnos breast cancer lifetim stay us discuss research meet peopl breast cancer bcam,0,,,,
826,,breast reconstruct right th annual breast reconstruct awar day braday help answer question bra day chanc women learn breast reconstruct option plastic surgeon see real life result breast reconstruct achiev annual event free take place communiti canada octob regist attend event near http bit ly vydfug,0,,,,
827,,buy calendar could win everi day trip everi week car everi month plus purchas novemb could win earli bird prize winner earli bird millionair particip win car trip purchas necessari math skill test requir open septemb januari legal resid canada reach age major jurisdict resid odd win prize depend number entri receiv term condit appli prize valu approxim base price prize vip prize deadlin oct rocki mountain trip banff vancouv earli bonus prize deadlin oct earli bird prize deadlin nov prize million prize vehicl trip valu odd select depend number entri receiv odd select entrant win prize holiday prize deadlin dec gift card daili prize week prize prepaid transat travel voucher condit appli month prize vehicl pink ball prize odd select play depend number entri receiv odd select entrant win million see full rule www sweepstakesforthecur ca,0,,,,
828,,today nation mammographi day encourag tri quick easi decis aid tool help inform breast health screen option,0,,,,
829,,proud offer free inform seminar canada post mastectomi breast reconstruct month breast reconstruct awar bra day th year welcom women learn option attend present show tell led specialist physician women gone procedur sign bra day event communiti http www bra day com,0,,,,
830,,year cibcrunforthecur inspir peopl countri come togeth forc life face breast cancer largest singl day volunt led event canada support breast cancer caus make run success without amaz volunt run happen communiti canada help bring event life event organ committe volunt share passion skill sever committe role play import part make run inspir unforgett event involv find local run learn avail posit area sign volunt today bit ly jgeccf,0,,,,
831,,cibcrunforthecur come septemb want know run site year locat countri havent regist find site nearest sign today,0,,,,
832,,nan,1,,,,
833,,understand impact breast cancer diagnosi life well someon experienc support team woman breast cancer diagnosi special train provid support credibl inform relev email support cbcf org,0,,,,
834,,march age diagnos breast cancer word biopsi result came back posit breast cancer got doctor day sent wave fear never experienc meet monica mackay alberta,1,,,,
835,,peopl tripl negat breast cancer tnbc limit treatment option thank canadian cancer societi innov impact grant dr raymond reilli work chang dr reilli team pioneer groundbreak techniqu could save live peopl tnbc high aggress cancer current peopl diagnos tnbc receiv chemotherapi treatment often stop work cancer becom resist dr reilli promis new techniqu use gold nanoparticl help amplifi target radiat specif tnbc tumour boost effect treatment reduc side effect help support last year invest million innov breast cancer research like dr reilli continu help us make differ sign canadian cancer societi cibcrunforthecur today rais fund chang futur breast cancer https bit ly e sdgn https support cancer ca site spageserv nonc token f ebf fb f cc dbe pagenam rftc nw home src soo facebook fwbc social subsrc drreillytnbcresearch cibcrftc utm sourc soo facebook fwbc utm medium social utm content drreillytnbcresearch utm campaign cibcrftc,0,,,,
836,,joan aucoin diagnos breast cancer start share strength support group young women import place women come togeth share difficult fulli understand woman face cancer gone unless gone friend famili sympath need someon get know exact face say joan http bit ly yhbrto http www cancer ca en region selector page region url fen fget involv fsupport us fbreast cancer futur fund f fregion fs src dbcff social subsrc dfacebook social utm sourc dfacebook utm medium dsocial utm content dpost utm campaign dbcff bcam,1,,,,
837,,knowledg confid empower word angela quart would use describ breast reconstruct awar day support regard breast reconstruct prior mastectomi went plastic surgeon advic women consid breast reconstruct angela recommend attend braday event area regist bra day http bit ly v xb,1,,,,
838,,nan,1,,,,
839,,breast test new onlin tool help women make inform decis mammographi user friend decis aid outlin benefit limit mammographi describ breast cancer risk factor inform women expect prepar test day get start cbcf org mytest,0,,,,
840,,current breast cancer go chemotherapi probabl radiat earli detect contribut success treatment symptom mammogram mobil digit mammographi coach pick centimet lump doctor feel shopper drug mart spring beauti gala help fund coach save life ontario fund rais support interact onlin breast screen decis aid provid women person screen guid includ inform access mammographi base woman age locat screen histori thank gala bc ontario educ women help save live jodi lacomb inspir hero breast cancer survivor shopper drug mart cosmet manag purchas ticket sdmbeautygala visit cbcf org springbeautygala,1,,,,
