,Message,Narrative,,,,
,"Congratulations Professor Jane Visvader! Professor Visvader from the Walter and Eliza Hall Institute, who has been supported with funding from NBCF since 2000 across a variety of breast cancer research projects, has been recognised for her contributions to science.",,,,,
,"October is Breast Cancer Awareness Month, the perfect time to host a Pink Ribbon Breakfast. 👉 bit.ly/prb16:=:https://pinkribbonbreakfast.gofundraise.com.au/?utm_source=facebook&utm_medium=social&utm_content=ie_vid&utm_campaign=prb16 #PinkRibbonBreakfast",,,,,
,September was an interesting month for breast cancer research and we've put together some of the highlights in our Monthly Breast Cancer Research Update. http://bit.ly/2d03HAV:=:http://nbcf.org.au/news/research-news/monthly-breast-cancer-research-update-september-2016/?utm_content=article_septupdate&utm_medium=social&utm_term=Article%2CMarcomms%2CResearch&utm_source=facebook,,,,,
,"In May 2017, a team of passionate NBCF supporters will trek over 100km of El Camino for life-changing breast cancer research. By joining us on El Camino, you will be supporting our incredible researchers, who are working everyday on bridging the gaps between what we know about breast cancer, and how we can prevent and treat this disease. By joining us, you will help NBCF on the Path Towards a Cure.",,,,,
,"It's all fun and games at your Pink Ribbon Breakfast, so we've got some great ideas to make it something that will be talked about for years on our Inspiration page. How about getting everyone to dress up in their most creative pink outfit, with a prize for the most inspired? If you haven't registered your #PinkRibbonBreakfast yet, you still can. Click below and get started today!",,,,,
,🍳 ? Tick! 👩 👨 👩 ? Tick! Raising money for breast cancer research? Tick!,,,,,
,"NBCF-funded researcher Dr Simon Junankar from the Garvan Institute of Medical Research is taking over our Facebook! Put the 21st of September in your diary and have your notepad ready, as Simon will be answering your questions about breast cancer research on an emerging field of immunotherapy. You can even get in ahead of time and submit your question by adding a comment on the Facebook event page, or on Twitter using the #NBCFQandA hashtag.",,,,,
,"Want to find out how you can join NBCF in Spain? With limited places left on our our El Camino Trek - Path Towards a Cure, enquire now and avoid missing out. Start your adventure today!",,,,,
,"A big thank you to our partner David Jones, which raised $54,900 in their intimates apparel campaign this August. All funds raised will go towards supporting life-changing breast cancer research. #DJsCommunity",,,,,
,"Only 19 months after her sister, Sue was also diagnosed with breast cancer at the age of 49. Today, Sue has been cancer free for over 17 years. “Leaving a gift in my Will is my way of making a statement about how important breast cancer research is to me and my family. We all feel it is a very worthwhile thing to do.” After considering your family and friends please consider joining Sue by leaving a gift in your Will.",,,,,
,...loaf is all you need! How's your #PinkRibbonBreakfast planning coming along? bit.ly/allyouneedisloaf,,,,,
,"A Pink Ribbon Breakfast is such a fun and easy way to make a difference! Our goal is to raise $2Million - This could fund a lab of five researchers for three years to better understand triple negative breast cancers, which are aggressive and more likely to relapse, so that they can develop effective treatments and save lives. Get together with your friends, family or colleagues and help us reach this goal by hosting a #PinkRibbonBreakfast. Get started: bit.ly/prb-fun",,,,,
,"Wow, we had so much fun at #City2Surf on Sunday. It was great to see everyone running and supporting NBCF and breast cancer research!",,,,,
,"Whether it's your first triathlon or your tenth, Triathlon Pink is a great way to challenge yourself while raising funds for life-changing breast cancer research! Triathlon Pink Gold Coast takes place on October 2nd at Runaway Bay Sports Super Centre. Sign up today! http://bit.ly/2aXanjI:=:https://www.registernow.com.au/secure/Register.aspx?E=21195",,,,,
,"Our incredible team got up bright and early for a Team NBCF photo in Hyde Park. We had over 136 active fundraisers on the day, who so far have raised $143, 872 for life-changing breast cancer research.",,,,,
,"The Dometic Waeco Australia Follow the Sun road trip is here! Three Ambassadors are setting off on an exciting three month road trip from Cairns to Melbourne, hosting 'Happy Hours' and fundraising for NBCF along the way. Look out for the NBCF Pink Minnie and Follow the Sun RVs! For more information about the tour or to get your hands on some great prizes and giveaways, head to: http://bit.ly/2aqtPZ8:=:http://www.dometicfollowthesun.com.au?utm_source=nbcf_facebook&utm_medium=nbcf_social&utm_content=nbcf_ftsupdate&utm_campaign=nbcf_dometicfts",,,,,
,"General entries are now open for Triathlon Pink 2016! Register today and join NBCF as we raise $200,000 for life-changing breast cancer research.",,,,,
,"It's June 30, which means it's your last chance to make a tax deductible donation to breast cancer research as part of the 2015-16 financial year. You can reduce your tax bill and make a difference for the future just by making a donation today. #breastcancer #research",,,,,
,"The Shark Tank's Steve Baxter almost lost his lunch last Friday when he was challenged to wear pink on an acrobatic flight. It was another awesome challenge as part of #RealMenWearPink - if you would like to donate or sponsor someone's efforts head to bit.ly/rmwp_steve:=:http://realmenwearpink.org.au/?utm_source=facebook&utm_medium=social&utm_content=ap_winstevebaxter&utm_campaign=rmwp Top gun effort Steve, thanks for your support!",,,,,
,"Lean Cuisine Australia are a proud Platinum partner and have a goal of raising $100,000 to help NBCF fund life-changing breast cancer research. Keep an eye out for the pink pack with Steam Meals available at all good supermarkets.",,,,,
,The countdown is on for #RealMenWearPink day this Friday. Have you got your outfit sorted? Sponsor someone today or find out more at bit.ly/rmwp_getready,,,,,
,"We threw Kyal out of a plane! Bisley Workwear Ambassador Kyal was challenged to support NBCF by skydiving in a pink tutu for #RealMenWearPink, and he passed with flying colours, literally! Real Men Wear Pink day is just over a week away but it's not too late to sign up, head to: bit.ly/rmwpkyal",,,,,
,At a molecular level each breast cancer needs to be tackled individually and that's why research is so important. #ScienceExplained #Research,,,,,
,"Science explained: Ever wondered just what genetic sequencing means or why it's important to breast cancer research? We explain the science in this article, the first of a new series we hope you'll find informative. #research #science #genetics http://bit.ly/1OHYjyq:=:http://nbcf.org.au/news/research-news/genetic-sequencing-help-medical-research/?utm_content=article_scienceexp_geneticseq&utm_medium=social&utm_term=Article%2CMarcomms%2CResearch&utm_source=facebook",,,,,
,"We all know that too many lives are touched by breast cancer. Double A paper recognises the immediate need for research into the prevention and cure of breast cancer, and has been a proud NBCF platinum partner since 2005. The long term association between Double A and the NBCF was recently recognised with the “Decade of Dedication Award”. This year to recognise this important milestone, Double A has made a special Mother’s Day donation with $1 from every carton of Double A A4 purchased during special promotional periods. Double A paper is renowned for super smoothness, exceptional quality and high performance. To also help reduce the logging of old growth and native forests, Double A is made from farmed trees. Available for your business from leading stationery stockists. www.doublea.com.au",,,,,
,"We're so excited - there's just 2 days to go until the Women in Super Mother's Day Classic! Walk or run for life-changing breast cancer research this Sunday. It's not too late to sign up, so get started and make a difference this Mother's Day. #MDC2016 #mothersday",,,,,
,Get the fam together and fund life-changing breast cancer research at the Women in Super Mother's Day Classic this Sunday! Sign up today and make a difference this Mother's Day. #MDC2016 #mothersday,,,,,
,"Superheroes wanted! This Mother's Day, help fund life-changing breast cancer research and walk or run (or fly) the Women in Super Mother's Day Classic! #MDC2016 Sign up today, just head to: bit.ly/mdc2016",,,,,
,"This year we welcome our newest corporate partner HCF Health Insurance Australia to the NBCF Family. To celebrate, HCF is inviting you all to #walkwithus at this year's Women in Super Mother's Day Classic and they'll donate on your behalf. For every person that joins TEAM HCF, they'll donate $100 per person to NBCF to fund breast cancer research*. Join now! *Conditions and donation caps apply, click here: bit.ly/hcf_boltons:=:http://www.hcf.com.au/walkwithus/?utm_source=nbcf_social&utm_medium=nbcf_facebook&utm_content=nbcf_boltonvid",,,,,
,"Our platinum partner Adairs is donating $5 from every sale of selected Mother’s Day gift ideas, including gift cards. Available from all stores nationally or online www.adairs.com.au:=:https://www.adairs.com.au/ from Thursday 21st to Sunday 8th May.",,,,,
,"""We may not have it all together, but together we have it all."" The Women in Super Mother's Day Classic is on Sunday 8th May near you. Register today and walk or run for life-changing breast cancer research! #MDC2016",,,,,
,"On Sunday NBCF will be attending the last Triathlon Pink event of the season at Parramatta Park, Sydney. We are blown away by the level of support this season – our fundraisers have raised over $125,000 for research! Triathlon Pink is an all-female triathlon series for all fitness levels; whether you’re trying something new like 7-year-old Grace, or you’re a Triathlon lover like Virginia. Grace will be taking on her first Triathlon this weekend in memory of her Great Grandmother, who passed away from breast cancer. “I have a blanket that she made for me when I was a baby and I always think about her when I use it,” says Grace. With the help of her friends and family, Grace has raised nearly $300 and wants to help scientists find new treatments. Virginia has taken on all seven Triathlon Pink events this season; traveling around Australia with her husband and raising over $3,700 so far. “What better way to see the country than getting fit while raising money for a great foundation?” says Virginia, “…too many women have lost their lives to this hideous disease. I have seen work colleagues, their wives and friends affected by it. They are inspirational people who are faced years of uncertainty. I truly hope a cure will be found before more lives are lost.” Thank you and good luck to Grace, Virginia and all our supporters this Sunday. If you want to pink up your weekend, it’s not too late to register for this fantastic event! There are multiple distances available. Enter at: bit.ly/1RQ9ZFW",,,,,
,It's the last day of the Cantik Swimwear PINK campaign with $20 from the sale of each PINK garment sold in March being donated to NBCF. Grab one of these unique pieces today and help contribute towards life-changing breast cancer research.,,,,,
,"Breast cancer is often thought of as one disease, but is actually a group of different cancers that affect the breast. And, there are several types. This complicates things and that's why no two cancers are alike. Learn more: cbcf.org",,,,,
,There's still time to sign up to attend an information seminar about post-mastectomy breast reconstruction- our events are happening across Canada this month! Breast Reconstruction Awareness (BRA) Day is in its 6th year welcoming women to learn more about their options by attending presentations and a show and tell led by specialist physicians and other women who have gone through the procedure. Sign up to a BRA Day event in your community: http://www.bra-day.com/,,,,,
,"We’re excited to celebrate the 6th year of Breast Reconstruction Awareness (BRA) Day Canada now offered by the Canadian Breast Cancer Foundation! There are 25 BRA Day events across Canada this month for women to learn from physicans, specialists and other women who have gone through post-mastectomy breast reconstruction. Learn more and sign up for your local event: www.bra-day.com",,,,,
,"Get involved and make an impact in Canada’s largest, single-day, volunteer-led event dedicated to raising funds for breast cancer research. Join the volunteer planning committee for the #CIBCRunfortheCure and help support the event in your community – more than 60 Run sites across Canada! Learn more...",,,,,
,"If you've been diagnosed with breast cancer and need someone to talk to, call our helpline to speak with a member of our Support Team – a woman who has had a breast cancer diagnosis and is specially trained to provide support and credible information that is relevant to you. 1-888-778-3100 or support@cbcf.org",,,,,
,"If you are familiar with how your breasts normally look and feel and change through time, you are more likely to notice breast changes that seem unusual to you. Remember, there’s no right or wrong way to check your breasts - just find a way that is comfortable for you. Find out how to look and feel for changes here...",,,,,
,"“I was 38 years old when I discovered a lump in my right breast. I was diagnosed with intra-ductal carcinoma, which spread to my lymph nodes. At the time, I had two young boys, aged 8 and 6, who had always been my pride and joy, but they became my inspiration for living.” Meet Kirsten Brown from British Columbia…",,,,,
,"Le 6 octobre, joignez-vous à plus de 82 000 personnes à travers le pays alors que nous nous rassemblons dans le cadre de la #coursealavieCIBC de la Société canadienne du cancer. Des progrès importants ont été faits en matière de prévention, de détection, de diagnostic, de traitement et de soins du cancer du sein, mais il reste encore beaucoup à faire. Ensemble, nous pouvons faire une différence pour l’avenir du cancer du sein. Contribuez à tout faire pour vaincre le cancer du sein en vous inscrivant aujourd’hui.",,,,,
,"Our friends at Running Room are hosting a FREE Survivor Training Program for breast cancer survivors planning to run the #CIBCRunfortheCure! This program is in support of the Canadian Cancer Society and is available at select locations across Canada. Space is limited, so register today! http://bit.ly/2sJBh8H",,,,,
,"""I hope I can help someone with cancer feel better and beautiful."" – 10-year-old Gemma. She has donated her hair twice to help create real-hair wigs for cancer patients through our partner, @PanteneNA and the Beautiful Lengths campaign. You can join Gemma in making a difference too! Learn more: www.BeautifulLengths.com.",,,,,
,"In many women who develop recurrent breast cancer, their cancer comes back more than 5 years after their original diagnosis. In 2003, a clinical trial led by the Canadian Cancer Trials Group found that post-menopausal survivors of early stage breast cancer who took the drug letrozole after an initial 5 years of tamoxifen therapy had a 43% reduced risk of cancer recurrence compared to women taking a placebo. Prior to this research, there was no treatment to reduce the risk of recurrence after 5 years of tamoxifen. #BCAM #cancerresearch",,,,,
,"""My experience made me realize that breast cancer does not care how old—or how young—you are. It does not just affect our mothers and grandmothers. It can hit at any age."" -- At 35, Nicole found out she had breast cancer. She opens up about how she found courage, and shares a powerful message to all women.",,,,,
,"Today is National Cancer Survivors Day! Let's take this day to celebrate all of the amazing survivors including Christine from NB. ""I have a hard time expressing my feelings about my breast cancer diagnosis. But, right from the get-go, I chose to have a positive outlook. My mother, who is a strong woman, said to me, “You’re going to get through this and everything is going to be fine.” And she was right. Between my chemotherapy treatment and radiation therapy, I drove down to Florida for a month with my mother and my two aunts. We visited Universal Studios. I went on a rollercoaster and, prior to getting on, the park attendant asked us to remove our hats and glasses. I never even thought to remove my wig. I went up the rollercoaster and on the way down the wig flew off my head! To this day, I don’t know where it went. I still laugh about it, especially when I imagine it landing on someone! Throughout my breast cancer journey, I was very fortunate to have a really good support team around me. My mother, and a very special friend of mine, were my rock and helped me to stay strong from the beginning. They really supported me and helped me to stay positive, and I’ll be forever thankful.""",,,,,
,Want to get involved and make an impact on breast cancer? Volunteer in your community for the #CIBCRunfortheCure! We’re looking for community leaders to help make this year’s Run the best it can be. Learn more about our volunteer roles: http://www.cbcf.org/central/GetInvolved/Volunteer/Pages/default.aspx #CIBCRunfortheCure,,,,,
,,,,,,
,"Since 2011 the Canadian Breast Cancer Foundation has invested nearly $10.5M in metastatic breast cancer research. This Breast Cancer Awareness Month, we launched a metastatic breast cancer fund for the specific goal of supporting people living with metastatic breast cancer and furthering research. Visit the Metastatic Breast Cancer Fund donation page and make your contribution to directly impact those living with metastatic breast cancer: http://bit.ly/2ehocvy",,,,,
,"Calling all volunteers! Would you like to participate in an event that supports women’s health and the breast cancer cause? Shoppers Drug Mart stores across British Columbia and Ontario are holding the Spring Beauty Gala on Saturday, April 30. Learn more about volunteering at this exclusive makeover event! #SDMBeautyGala",,,,,
,"""I have been living and thriving with metastatic breast cancer for 7 years."" On Metastatic Breast Cancer Awareness Day, we're sharing the inspiring words of Jordana, a Canadian living with metastatic breast cancer (MBC) and the captain of one of the #CIBCRunfortheCure MBC multi-site teams! MBC is breast cancer that has spread to other parts of the body, making it more difficult to treat. But, this multi-site team is made up of passionate people from across the country and together, they are determined to change the future of this disease. 💛 To date, they have raised more than $310,000 to fund our game-changing research to help people diagnosed with MBC live longer and have a better quality of life. See how you can show your support and make a difference too: http://bit.ly/2IIUteB.:=:https://giftsforthecure.ca/products/supporting-people-with-metastatic-cancer?_pos=1&_sid=d98c7ce6b&_ss=r&s_src=soo-facebook-fwbc_social&s_subsrc=cibcmbcteam_breastcancerawareness2019&utm_source=soo-facebook-nw&utm_medium=social&utm_content=cibcmbcteam&utm_campaign=breastcancerawareness2019",,,,,
,"“I didn’t let cancer become me. I wasn’t cancer. I was still mom. I was still Julie.” In 2011, Julie was diagnosed with one of the most aggressive forms of breast cancer: triple negative. Though she knew the road to recovery would be long, Julie remained strong and positive for her four children. Last year, she became one of the faces of the Canadian Cancer Society #CIBCRunfortheCure campaign – today, she continues to share her story in hopes that it will help others throughout their cancer journey. “Events like the Run are so important because they give hope to others and fundraise for research to make breast cancer beatable.”",,,,,
,"At every #CIBCRunfortheCure, we honour survivors and those living with breast cancer, while remembering the loved ones we've lost. Many Run participants get involved to honour someone special, who do you Run for?",,,,,
,"Have you registered for the Canadian Cancer Society #CIBCRunfortheCure on September 30 yet? There’s no better time than now! Save $5 on your minimum donation when you register before September 1. Tell your family, friends and co-workers to sign up because together, we can make breast cancer beatable. Make your promise and sign up today: http://bit.ly/2A2JDOt.",,,,,
,"Be sure to follow Canadian Cancer Society for all the latest updates on how you're helping to create a future without breast cancer, as well as fight more than 100 other types of cancers. The Canadian Cancer Society and the Canadian Breast Cancer Foundation officially merged earlier this year, making us stronger and better able to change the lives of patients and their families. #TogetherWeAreStronger",,,,,
,"Anjum Karimi believes getting a mammogram saved her life. After getting screened in 2012, doctors discovered she had stage 1 breast cancer. Anjum had surgery, radiotherapy and radiation and by the following year she was cancer-free. “My breast cancer was caught so early that I was able to come out of it very quickly. If I didn’t get a mammogram, my cancer would have been much worse and I would have endured much more pain. Now, I have a better quality of life,” says Anjum. Learn more about breast cancer screening at: http://bit.ly/2wV6eKV",,,,,
,"About half of Canadians are expected to face a cancer diagnosis in their lifetimes. This significant risk of getting cancer puts an enormous burden on individuals, the healthcare system and services and research support by cancer charities. How have you been impacted by cancer? Share your story in the comments and learn more about important cancer statistics here: http://bit.ly/2ssI7Q9",,,,,
,"The support of someone who's 'been there' is invaluable, which is why we help train breast cancer support group leaders. Read our testimonials about the training we offer and find out more about how to join or lead a community support group: http://bit.ly/2ioigA8",,,,,
,Another year has gone by! Thank you all of you for your incredible support. We are beyond grateful to have such a strong community united in our vision of a future without breast cancer. We hope 2017 brings you and your loved ones health and happiness. Happy New Year from the Canadian Breast Cancer Foundation!,,,,,
,Approximately 30% of early stage breast cancers will eventually become metastatic. That means that the breast cancer has spread to other parts of the body. Help us improve the quality of life of those living with metastatic breast cancer and give them hope for a better tomorrow. Time matters. Donate now.,,,,,
,"Have you read our story about Sherry and Sharon? Here's an excerpt: Sherry Bishop and Sharon Foster of St. John’s, Newfoundland have both been living with metastatic breast cancer for seven years. Prior to meeting, they both experienced the isolation and fear that comes with the diagnosis of metastatic breast cancer. Despite being welcomed and loved by the breast cancer support group they had both been attending, the reality of the words “terminal” and “incurable” was not something that the others had experienced. -Read the full story here on our website: http://bit.ly/2ednoqn",,,,,
,"We’re SO excited to share this special video message to YOU from our Prime Minister’s wife, Sophie Grégoire-Trudeau, about why we must Run! There’s still time to sign up: register here for the #CIBCRunfortheCure this Sunday, October 2! http://bit.ly/2cGXnUj:=:http://www.cibcrunforthecure.com/",,,,,
,Whoa! We're only ONE MONTH AWAY from the #CIBCRunfortheCure! What do you love most about Run day? Comment below!,,,,,
,"Today in BC and ON was the Shoppers Drug Mart BE BOLD WITH BEAUTY Gala. Thank you to all who supported the galas - volunteers, staff, attendees - you all helped support our vision of creating a future without breast cancer. #SDMBeautyGala",,,,,
,Happy Canada Day!,,,,,
,"“When my mother told me that she had breast cancer, the news felt like a sledgehammer to my gut. Instantly, my mind went to thinking that she was going to die. Although it’s been 19 years now, and she is doing wonderfully, I remember the pain so well.” Meet Jennifer Palmer…",,,,,
,"If you’ve been diagnosed with breast cancer, we want to know...",,,,,
,Making a difference is meaningful and FUN! Take a look our dedicated participants at our Ontario #CIBCRunfortheCure sites. They’ve made their promise to make breast cancer beatable and it looks like they’re having fun doing it! 💛,,,,,
,"“My favourite thing about the Run is the ability it gives everyone to make a difference in breast cancer research,” says Marie-Noëlle, breast cancer survivor. Marie-Noëlle never thought she would be faced with breast cancer at just 30 years old. After going through treatment, Marie- Noëlle is now cancer-free! As a cancer researcher herself, she understands the importance of funding cancer research – which is why she participates at the #CIBCRunfortheCure. “Thanks to events like the Run, researchers can conduct important cancer research!” Learn how the Run is helping fund life-saving cancer research today. ⬇️",,,,,
,"Don’t miss out! It’s your last chance to register for the #CIBCRunfortheCure for just $40. On September 1, the minimum donation will increase to $45, so spread the word and register today! Together, we can make breast cancer beatable.",,,,,
,"""I quickly realized how precious life really is. Before my mother passed away, she wanted to do everything she could to help ensure no one has to face cancer in the future. That’s why the Canadian Cancer Society #CIBCRunfortheCure is so important to me. Whether you’re a survivor, patient, or caregiver to someone with breast cancer, participating in the Run helps you know that you’re not in this alone. Together, we can all make change."" – Sheena is helping us make breast cancer beatable in memory of her mother. Who will you Run for? Sign up today: http://bit.ly/2LxtmBQ",,,,,
,"Today we met with @JustinPJTrudeau and young cancer fighters, Sabrina and Tyra to mark the kickoff of Daffodil Month. We're proud to be Canada's cancer voice, and with one in two Canadians living with cancer, the fight has never been more important. You can #JoinTheFight with us by getting involved at http://bit.ly/2JkAd1h.:=:http://www.cancer.ca/en/region-selector-page/?url=%2fen%2fget-involved%2fevents-and-participation%2ffind-an-event-near-you%2fdaffodil-month%2f%3futm_source%3dfacebooknw%26utm_medium%3dsocial%26utm_campaign%3ddaffodilmonth2018",,,,,
,"A little over a year ago, the Canadian Cancer Society and the Canadian Breast Cancer Foundation officially merged. As one organization, we are better able to support the breast cancer cause and work towards creating a world where no Canadian fears cancer. Together, we will continue to improve and save lives.",,,,,
,"For many people who have lost their hair as a result of cancer treatment, wearing a wig can help them gain some control back. In partnership with Pantene and their Beautiful Lengths program, we've been able to provide patients with free, real-hair wigs. See how you can support this initiative – even if you don't have long hair! www.Donate2Create.ca:=:https://www.gcfdn.org/Giving/Funds-of-the-Foundation/Procter-Gamble-Charitable-Giving/Pantene-Beautiful-Lengths-Fund",,,,,
,Thank you to ALL #CIBCRunfortheCure volunteers for leading the charge in their communities to change the future of breast cancer.,,,,,
,"A HUGE thank you to Chris Peacock and his creative colleagues at Traction for Good in Burnaby, BC, who turned an office prank into a $25,086 donation to benefit the Canadian Breast Cancer Foundation! After his black truck was painted pink he pledged to drive it around another day for every $50 he raised - ultimately for one whole year! With support from all those who pitched in to keep the pink truck going, this prank will help fund life-saving research and support services for those affected by breast cancer. Thank you to everyone who supported the #BreastPrankEver!",,,,,
,"We hosted peer support training workshops that created 9 new support support groups and sustain 18 existing groups. We are holding two training workshops in early 2017: in British Columbia Jan 20-22, and NWT Feb 3-5. Sign up here to participate: http://bit.ly/2cKWTs5",,,,,
,,,,,,
,Diagnosed with breast cancer? Here are questions you should ask your surgeon and oncologist. Knowledge is power.,,,,,
,,,,,,
,"""No two cancers and no two people are alike. I have learned not to compare myself to others. My journey is unique."" Our Support and Information Team have been personally affected by breast cancer. We understand the importance of connecting with someone who “gets it”. Visit www.cbcf.org/support",,,,,
,So many Changemakers have made personalized fundraising campaigns for the #CIBCRunfortheCure. Join us on October 2 and together we can create a future without breast cancer. Click here to register: www.cibcrunforthecure.com,,,,,
,Today is the Shoppers Drug Mart BE BOLD WITH BEAUTY Gala! Visit your local store in BC or ON and join us! These ladies are doing a great job promoting the gala and having a fun cosmetics passport activity for customers to engage in. Tickets to the gala are $10 - $5 goes directly to the breast cancer cause and $5 towards your purchase. #BeautyForACause #SDMBeautyGala,,,,,
,"“Although my mother passed away over 20 years ago, I clearly remember her going through the treatments and my father telling us that the treatments were no longer working. It still feels like it was yesterday.” Meet Amanda Barnes from NL…",,,,,
,"“If I had been diagnosed 10-12 years earlier, my outcome might have been very different but thanks to advances that have been made I am cancer free!” Meet Debbie Rill, who was diagnosed with breast cancer 4 years ago today...",,,,,
,"""I want to be the voice for the guys who aren't here anymore. And I want to be the voice for guys who are here to let them know there's such a thing as male breast cancer,"" Singer says. ""So that maybe we can get this early enough to save their lives.""",,,,,
,"“I was almost ready to ‘give up’. Now fifteen years later I have many more stories to tell, but just want you to know that the main thing is that I didn’t give up and did recover and I did go on.” Meet Marjike Peterson from British Columbia…",,,,,
,"We believe Canadians faced with a breast cancer diagnosis should receive the time off they need to access care, heal and focus on recovery. With the average breast cancer treatment and recovery time ranging between 26-36 weeks, we know the current EI Sickness Benefit coverage of 15 weeks is not enough. Learn how you can join the Canadian Cancer Society in calling on the federal government to extend the sickness benefit and advocate for change: https://bit.ly/3fihDXZ:=:https://www.cancer.ca/en/region-selector-page/?url=%2fen%2fget-involved%2ftake-action%2fwhat-we-are-doing%2fei-sickness-benefit%2f%3fs_src%3dsoo-facebook-fwbc_social%26s_subsrc%3deibenefitsinfographic_advocacy2020%26utm_source%3dsoo-facebook-fwbc%26utm_medium%3dsocial%26utm_content%3deibenefitsinfographic%26utm_campaign%3dadvocacy2020",,,,,
,"Let’s make, bake and break bread together! Many of us are spending more time at home these days, and the kitchen has become a testing ground for tasty, home-made recipes. So, for all the bakers out there, we’re inviting you to join us in this all-new event, KitchenAid Canada’s #RisefortheCure! On October 24, bake-a-long with 3 of Canada’s favourite chefs while raising awareness and funds to help change the future of cancer. Find out how you can get involved in the first-ever, at-home Rise for the Cure event: https://bit.ly/37hAel5:=:https://support.cancer.ca/site/SPageNavigator/KA_RisefortheCure_home?s_src=soo-facebook-fwbc_social&s_subsrc=riseforthecuregeneralpromo_generalcorporate2020&utm_source=soo-facebook-fwbc&utm_medium=social&utm_content=riseforthecuregeneralpromo&utm_campaign=generalcorporate2020",,,,,
,"Don’t miss your chance to get on the golf course this year while supporting a great cause! Each year, Golf Canada #GolfForetheCure events across the country raise funds for breast cancer research and support programs – while bringing women together to share their passion for golf. And if you’re looking for some further motivation to try your hand at golf, we’re thanking one Golf Fore the Cure presented by Subaru supporter with a special prize! For every $25 you fundraise or donate online before October 11, 2020, you are entered for a chance to win a KitchenAid Canada Artisan® Mini 3.5 Quart Tilt-Head Stand Mixer, valued at $479.99 CAD (colour subject to availability). So, what are you waiting for? Sign up for Golf Fore the Cure presented by Subaru and keep fundraising online to increase your chance to win! For full rules and regulations, visit https://bit.ly/2QC2PYZ:=:https://support.cancer.ca/site/SPageServer/?pagename=GOLF_NW_kitchenaid_rules_and_regs&s_src=sop-facebook-fwbc_social&s_subsrc=golfforethecurerulesandregs_generalcorporate2020&utm_source=sop-facebook-fwbc&utm_medium=social&utm_content=golfforethecurerulesandregs&utm_campaign=generalcorporate2020",,,,,
,"“It is my way of giving back to a community that gave me my life back.” – As a breast cancer survivor, Kirsten understands just how important it is to have a community of support when you’re undergoing cancer treatment. After participating in the Canadian Cancer Society #CIBCRunfortheCure, she knew she wanted to give back to the community in a bigger way. She joined the CIBC Run for the Cure’s planning committee to help support others on their cancer journey. ❤️ It’s been over 2 months since the 2019 event and we wanted to share a little reminder of the incredible people that Run brings together and their passion for making a difference in the lives of Canadians affected by breast cancer. Thank you and we hope to see you at next year's Run on October 4, 2020!",,,,,
,"Have you registered for the #CIBCRunfortheCure on October 6? Join a collective of Canadians who are a force-for-life in the face of breast cancer – together, we can change the lives of people across the country. There’s still time to take advantage of our early bird registration deal. Save $5 on your minimum donation when you register before September 1! Sign up today:",,,,,
,"Lorsque vous soutenez des événements comme la #coursealavieCIBC de la Société canadienne du cancer, vous aidez à changer l’avenir du cancer du sein. Grâce aux fonds amassés dans le cadre de la #coursealavieCIBC, nous avons établi un partenariat avec le CQDM et d’autres biotechs afin d’investir près de dix millions de dollars dans des projets de recherche sur le cancer du sein. Grâce à vous, ces projets contribueront à ouvrir la voie à de nouveaux traitements essentiels contre le cancer du sein. Renseignez-vous sur les projets de recherche révolutionnaires sur le cancer du sein qui sont subventionnés. ⬇️",,,,,
,"“There is always room for hope. Hope is an incredibly powerful thing.” – Wendie was diagnosed with triple negative breast cancer the same day she was accepted into medical school. Her cancer metastasized to her abdominal lymph nodes 8 months later. Today, she’s cancer-free and an oncologist working to create a future without breast cancer. ❤",,,,,
,"When Joan Aucoin was diagnosed with breast cancer, she wished she could talk to someone who had been there themselves. “My mother was the only woman I knew at that time who had gone through breast cancer,” says Joan. “She was diagnosed at 52, but it wasn’t something that was talked about back then. I had to make decisions about treatment, but I didn’t know anyone who could share their experience with me.” Today, women like Joan can attend our Breast Reconstruction Awareness Day (#BRADay) events to learn more about their options post-mastectomy – from both leading reconstruction surgeons and survivors who’ve had the surgery themselves. Approximately 40% of women in Canada who decided against breast reconstruction felt they weren’t adequately informed about their options. Our #BRADay events provide women with information and support to change that. To learn more about what happens during our BRA Day events, visit http://bit.ly/2Pi400k.",,,,,
,"Hurry, less than 24 hours left to double your impact! From now until 11:59 PM PST tonight, every donation in support of the Canadian Cancer Society #CIBCRunfortheCure will be generously matched by CIBC, dollar for dollar, up to $500,000.* Donate or fundraise today and help us raise $1 million to change the lives of Canadians affected by breast cancer: http://bit.ly/2Ql0MHb",,,,,
,"The #CIBCRunfortheCure is BACK! We've launched our website and with the early bird registration a chance to win one round trip flight for two on WestJet. Run, walk, march, strut with us on October 1 and make an impact on breast cancer - Register now: http://bit.ly/2p4FhfP #CIBCRunfortheCure",,,,,
,"The support of someone who's 'been there' is invaluable, which is why we help train breast cancer support group leaders. Read our testimonials about the training we offer and find out more about how to join or lead a community support group: http://bit.ly/2ioigA8",,,,,
,,,,,,
,,,,,,
,We are tickled pink that CIBC District Vice Presidents from the Greater Ottawa Area visited local CIBC branches in head-to-toe pink to show their dazzling support of the #CIBCRunfortheCure! This year commemorates our 20-year partnership with CIBC and we greatly appreciate all of their support!,,,,,
,CBCF staff wear their #PlaidForDad in support of our friends at Prostate Cancer Canada! In total we raised over $667 for our friends at PCC!,,,,,
