Message,Narrative,Non-narrative
"""This past February, at age thirty, I was diagnosed with DCIS breast cancer. It was the very same week my husband and I found out the wonderful news we were expecting our first baby. As I traveled through the initial emotions of shock, fear, anger, and grief, I then shifted my energy towards hope, determination and refusal to let my diagnosis define who I am, but instead, remain something which I will overcome. At twenty-one weeks pregnant, our miracle baby helped us successfully get through my mastectomy surgery without complications. This journey has been an experience which has taught me many invaluable life lessons. Most of all, I have learned to stay confident, listen to my body, lean on my biggest supporters when I needed them, and never ever give up hope. Now we begin our greatest adventure yet as parents! How fitting that Jane was born during breast cancer awareness month. She is the most fierce light we have ever known!"" Sarah's #snapshotofhope has touched our hearts today. Her endurance, resilience, and hopeful outlook is so inspiring. We wish her little family a very happy and healthy life together.",1,0
"On her five-year cancerversary, Jill Goodacre, wife of Harry Connick Jr., opens up for the first time about her breast cancer journey. We admire her courage to speak out this Breast Cancer Awareness Month to share hope with others who are facing this disease. Read more below.",1,0
"Sonia wants the world to know how amazing her sister, Donna, is. Donna has recently been diagnosed with breast cancer but she's determined to navigate this journey with a positive mindset and a heart filled with hope. ""A few weeks ago, my sister was diagnosed with triple-negative breast cancer. I am inspired by her ability to maintain her feisty humor and spirit in spite of this news and all of the daunting treatments. I honestly can't say that I would be the same in her shoes. She is preparing herself for this journey like she's already won! I couldn't be more proud to call her my sister.""",1,0
"""I was diagnosed with breast cancer in 2012. I'm blessed to say that I am a survivor. Cancer was a stepping stone to many great things in life that have followed after such a painful season. I'm thankful for a second chance in life. It's never too late to begin again."" Gloria is celebrating 7 years as a breast cancer survivor and wants to ignite hope in other women navigating through this disease.",1,0
"Carrie, like many triple negative breast cancer survivors, has had to continue with oral chemotherapy as part of her survivorship care plan. She's reached the end of her treatment and excitedly shared the news with loved ones and friends following along her journey saying, ""ONE TO GO, PEOPLE! It’s been a whirlwind of a week, but I’m not going to let that get in the way of celebrating this small victory!"" Help us celebrate Carrie's #hopejourney milestone in the comments below!",1,0
"Heidi recently celebrated her last chemo and we are so happy for her! In addition to being full of gratitude, she is ""appreciative of each and every day."" Join us in cheering on Heidi throughout the rest of her journey.",1,0
"In our newest blog, Tommy candidly shares his experience as a caregiver, husband, and father during his wife's breast cancer journey along with words of hope as they navigate through survivorship. ""Looking back, this is what I would tell other men caring for their wives or loved ones facing breast cancer: Be the rock, but stay vulnerable. Express your emotions out loud. Hug each other and cry together. Be whoever they need you to be. And remind them of who they are, even with cancer."" Read more of his story at https://bit.ly/3jGQHSF.:=:https://www.nationalbreastcancer.org/being-there-all-the-way-life-as-a-husband-to-a-breast-cancer-survivor/",1,0
"National Breast Cancer Foundation was founded on personal experience. Founder & CEO, Janelle Hail, is a 39 year breast cancer survivor and advocate for women's health. Janelle was diagnosed with breast cancer in 1980 at the age of 34. At the time of her diagnosis, there was little information about the disease, and she was forced to make a decision about her health with few options. After her treatment, Janelle made a commitment to help women around the world by educating them about breast cancer and the importance of early detection. To learn more about how NBCF is Helping Women Now, visit our website at nbcf.org.",1,0
"We're kicking off Breast Cancer Awareness Month by honoring breast cancer survivors and the ways in which they inspire us all. Erin, who was diagnosed while pregnant, reminds us to stay aware of the beauty in all things.",1,0
We admire Erin’s courage during her cervical cancer treatment and in sharing her story. We’re glad to hear she is now showing no evidence of disease. These insights from a cervical cancer expert serve as a reminder to talk with your doctor about your recommended screenings for breast and cervical cancers.,1,0
"Ericka is celebrating being cancer-free by advocating for women's breast health. She shared, ""I would like to bring more awareness to women about the possible signs of breast cancer. Women should know and be comfortable with their bodies. I have a voice, as a survivor, and I want to use it to promote the importance of early detection. Mammograms are just as important as pap smears for our overall health.""",1,0
"Joan Lunden, who publicly faced breast cancer in 2014, is an inspiration to women everywhere. She is committed to making a difference for those on their breast cancer journey and inspiring others to protect their health. Joan shared these touching words with us: “I think it’s part of our human instinct, after fighting a life threatening battle and finding yourself on the other side as a survivor, to have the desire to reach out your hand and help the next woman in her journey.”",1,0
"""Facing a cancer diagnosis makes you wake up and become aware of how fragile life can be. Your life can be forever changed in a heartbeat. I was diagnosed with metastatic breast cancer on January 20, 2020. I have finished chemo and had a double mastectomy. At 72 years old, that was one of the hardest choices I have ever had to make. I thank God for every day and live, love, and laugh. If you are facing this disease, don't ever give up."" Please join us in sending positive words of encouragement to Karon as she begins radiation treatment.",1,0
"A member from Team Hope is sharing her experience getting her first mammogram during COVID-19. Christina's point of view on self-care is a great reminder of how important our health is, even during a pandemic. Read her story here: https://bit.ly/2CUl0oX:=:https://www.nationalbreastcancer.org/a-lesson-on-self-care-my-mammogram-during-covid-19/",1,0
"This Breast Cancer Awareness Month, Mickey inspires hope as she excitedly finishes her treatment. Sometimes in treatment, patients endure multiple rounds of chemotherapy, radiation, and even surgery. Our thoughts are with those currently walking through this journey.",1,0
"After receiving a HOPE Kit, Jill said: ""This is exactly what I needed right now as I was just diagnosed, and I am recently widowed so I don't have a lot of support at home."" We created HOPE Kits for women like Jill so we can help bring them back up when they are at their lowest. About 720 women are diagnosed with breast cancer every day. This Valentine's Day, we're on a mission to make these women feel loved and honored by providing them with a HOPE Kit! Join us as we deliver 720 HOPE Kits to recently diagnosed women on Valentine's Day. Help by donating at http://bit.ly/2rHZtdi.",1,0
"""Rhonda's strength, determination, and spirit are nothing short of a miracle. I'm blessed every day to have such a wonderful and giving wife. We pray each day for those individuals and their families, that are battling breast cancer. We are taking this journey one day at a time and today is a good day."" Chet shared that his wife, Rhonda, had her last surgery on October 13. Join us in sending her well wishes during this time of recovery and healing.",1,0
"""Facing breast cancer has made me aware of how precious life is. In a matter of minutes, everything changed! My diagnosis affected my loved ones as well as me. I am thankful for the support I received, the treatment I received, and the love that enveloped me. I am grateful to be a survivor!""",1,0
"""When I was going through breast cancer, I made a decision to not tell my family until after I had completed my treatments. One thing I learned during this time is to never shut your family out. It's always good to have supportive loved ones by your side when you are going through something life-changing.""",1,0
"This past March, Evelyn received the heartbreaking news that she had breast cancer. Reflecting on that experience, she said: ""I felt like my life was in jeopardy and after crying the entire day I convinced myself there wasn't anything else to do but fight hard."" We admire her strength and resilience!",1,0
Survivors - You inspire us every day. Fill in the blank and let us know how many years of #survivorshipstrong you are!,0,1
"The moment when you realize something isn't right is a feeling you'll never forget. Finding a lump, having an abnormal mammogram, or hearing the words ""you have cancer"" are unforgettable moments. If you've faced breast cancer, tell us about how your cancer was detected.",0,1
"Facing breast cancer can be tough all around. From sharing the news with loved ones, to endless doctor appointments & treatment sessions, to the fear of recurrence, nothing about cancer is easy. What was the toughest part of your journey? Share with other survivors below who may have experienced the same challenges.",0,1
Were you alone or did you have someone by your side for support? Were you diagnosed during this Coronavirus pandemic? Every survivor's story is different and we want to hear from you.,0,1
"There are over 15.5 million cancer survivors in the United States. Every survivor is unique, but they all share one important characteristic: They inspire hope in others. Today and every day, we celebrate their bravery, strength, and willpower. Happy National Cancer Survivors Day!",0,1
"Today, on #WorldCancerDay, lend your voice to unite with those impacted by cancer!",0,1
"Cheers to #NationalCancerSurvivorsDay! Today is a day of hope for those who’ve been diagnosed with any type of cancer. You are bold, brave, and beautiful. Share this with your friends to let them know you're a survivor.",0,1
"Early detection tools like mammograms remain our first line of defense against breast cancer, however, some survivors have said that their breast cancer was not detected through mammography. Tell us: Did a mammogram help save your life?",0,1
The fear of a possible cancer recurrence can be debilitating. We hear from survivors who tell us that when treatment ends the celebration is sometimes short-lived. The fear of breast cancer coming back can stay with us even on the days we feel our best. This anxiety is a normal part of the survivorship journey and you are not alone. We hope you will share your thoughts from a survivor's perspective and help inspire courage in someone who may be struggling.,0,1
Losing hair due to chemotherapy treatment can be one of the hardest times during a breast cancer journey. How did you choose to face this new reality?,0,1
"No one wants to hear the words ""you have breast cancer"". It can be both heartbreaking and sobering to accept this new normal. In the comments below, tell us how you felt in that moment.",0,1
A recent study concluded that approximately 56% of women have reconstructive surgery after their mastectomy. Some women might feel pressured to have this surgery while for others it is simply a personal preference. How did you make the decision to have or not have reconstructive surgery? We want to hear from you in the comments below.,0,1
"Each day, we work to #KeepHopeAlive in the hearts of those facing breast cancer. This World Cancer Day, lend your voice and support to those impacted by a disease that touches so many lives.",0,1
There are over 3.5 million survivors in the U.S. Keep hope alive and tag a survivor or share your story in the comments 👇,0,1
National Breast Cancer Foundation and MyPlates.com are teaming up to help spread hope and awareness for breast cancer with personalized TX license plates. Any Texan can now create their very own custom plate to proudly proclaim their support and help fund NBCF programs ($10 for every pink plate in October). What will your plate say? http://bit.ly/2B6HXkx,0,1
"Hearing the words ""you have breast cancer"" can turn your life upside down. However, many women say they are transformed from the experience. Whether it be positive or negative, we want to hear what you learned about yourself throughout your journey. Share with us in the comments below.",0,1
Post-mastectomy recovery can be difficult to navigate through. We would like to hear from you about your experience and what helped make you more comfortable either at home or in the hospital.,0,1
"Radiation therapy can cause uncomfortable side effects such as dry and irritable skin, discoloration, an onset of fatigue and more. Have you experienced any of these side effects?",0,1
A breast cancer diagnosis is life-altering. Share in the comments below what you've learned throughout your journey.,0,1
Awkward. Painful. Uncomfortable. Easy. Life-saving. These are some of the words we've heard used to describe mammograms. We want to hear from you: What was your first mammogram like?,0,1
"We know that a lot of breast cancer patients face different treatment plans, all of which are taxing. Tell us: What was the hardest part of your treatment?",0,1
1 in 8. Take a moment and consider all of the important women in your life. Do you know someone who has been touched by breast cancer?,0,1
"Hope, courage, and believing that we are stronger together. Join us in being a beacon of hope and light by commenting below with a heart.",0,1
"Many patients experience various eye issues during cancer treatment. Some known symptoms include irritated or dry eyes, tearing, redness, pain, and blurred vision. Has this been your experience?",0,1
"Breast cancer can be grueling, both physically and emotionally. This October, we want to start a conversation around the realities of breast cancer - the good, bad, and ugly. Follow along with us and join in on the conversation.",0,1
"In honor of Breast Cancer Awareness Month, we’re sharing our new custom HOPE frame for your profile pics! This is the perfect way to show your friends that you stand with them—and us—in the hope that no one should face breast cancer alone. Try it now!",0,1
National Cancer Survivors Day is this Sunday. Share with your friends how strong and hopeful you are!,0,1
Knowing what to say to a loved one who has been diagnosed with cancer can be difficult. We'd love to hear from those of you who have experienced this. What were some of the most comforting things people said? What did you want to hear from friends and family the most?,0,1
"Losing hair due to chemotherapy is one of the hardest realities some breast cancer patients have to face. If you're a survivor who has already gone through this, we'd love for you to share advice for those who may soon face this.",0,1
"Today and every day, we will work to #KeepHopeAlive by providing help and inspiring hope for those facing breast cancer. #WorldCancerDay #IAmAndIWill",0,1
We have seen and heard many stories where loved ones of a cancer patient have shaved their head in solidarity. There is a wide range of feelings that those living with cancer have towards this gesture. Hair loss can be a very emotional part of the breast cancer journey and it is not the same experience from one person to the next. We would love to hear from you about your feelings on this topic and encourage you to share your stories below.,0,1
A lot of women have told us that their perspective and outlook on life changes drastically after a breast cancer diagnosis. How did your breast cancer diagnosis change your outlook on life?,0,1
Did you know there are more than 3.1 million breast cancer survivors in the United States? This includes women still being treated and those who have completed treatment. These survivors are continuously in our heart and why we work so hard every day toward our mission of Helping Women Now.,0,1
"Facing a life-changing diagnosis, like breast cancer, can often create a strong disconnect from those around us who have not been through a similar experience. We welcome you to share some of the things you wish your loved ones would understand about navigating through life with this disease.",0,1
"Undergoing treatment for cancer can be very challenging, both physically and emotionally. Comforting words of encouragement, advice on how to ease side effects, or fun tips on how to pass time from someone who has been through a similar experience could help spark hope in a patient's heart during treatment. Share with others in the comments below!",0,1
"Today, we want to give a big shout out to caregivers. These men and women are the real MVPs. From taking patients to their appointments, to running errands, to being a shoulder to cry on, caregivers are constantly performing selfless acts of kindness & making a big difference. If you've faced breast cancer, tell us about your caregiver and how they made a difference for you throughout your journey.",0,1
"You asked, we listened. The HOPE face mask is available for pre-order NOW! Wear your face mask with style while also supporting breast cancer awareness. Pre-order at http://bit.ly/HOPEMASK.:=:https://nbcfshop.com/collections/accessories/products/hope-face-mask",0,1
"When you undergo treatment for breast cancer, you are generally supported by a team of medical professionals including an oncologist, breast surgeon, as well as your primary care physician. The medical terminology and number of appointments can feel overwhelming at times. To help navigate through the complexity of cancer care, some facilities (like the ones we partner with) will offer the support of a patient navigator to help with coordination of care. As you faced breast cancer, did you have a patient navigator? How did they impact your journey?",0,1
"The fear of breast cancer coming back can stay with us even on the days we feel our best. As a survivor, how do you cope with the fear of recurrence?",0,1
Nurses are often a bright light throughout the difficult process of treatment. Tell us about the nurse who meant the most to you.,0,1
"Men and women who are facing metastatic breast cancer have to come to terms with a very different diagnosis. While symptoms and side effects may be similar to other breast cancer patients, Stage 4 patients have many stark realities they must face on their journey. Take a moment to read about these three, strong Metavivors and what they wish people would acknowledge. http://bit.ly/2M1kLr5:=:https://www.everydayhealth.com/hs/breast-cancer/metastatic-breast-cancer-wish-people-knew/",0,1
"Pink products, pink ribbons, Pinktober. Breast Cancer Awareness Month is about raising awareness and funds to continue providing life-saving services to women in need. However, we're aware that some have mixed feelings about #BCAM. Share with us how you feel and if you do anything to observe and support this special month.",0,1
"Today is National Metastatic Breast Cancer Awareness Day. Metastatic breast cancer is when cancer has spread outside of the breast to other areas of the body such as the bones, lungs, or brain. Stage 4 patients often endure lifelong treatment to prevent further growth of the disease and manage symptoms. We will continue to keep those affected by metastatic breast cancer in our thoughts and prayers.",0,1
All survivors are brave and beautiful. Your strength in all that you have overcome inspires us every day.,0,1
"Join us throughout the month of October as we encourage those who are undergoing treatment, support the resilient survivors, and honor the memory of those who have passed. #KeepHopeAlive every day during Breast Cancer Awareness Month!",0,1
"Breast self-exams help you to be familiar with how your breasts feel and look. Practice this at least once a month and alert your healthcare professional if you discover any changes. For more information on how to perform a breast self-exam, visit https://bit.ly/37JO51K.:=:https://www.nationalbreastcancer.org/breast-self-exam",0,1
"Sometimes when words fail, music speaks. A simple song can stir emotion, move us, or even inspire strength to persevere. We would love to know what song or lyrics helped you through those hard days on your breast cancer journey.",0,1
A mastectomy is a common procedure that some breast cancer patients endure. Many women who go through this surgery talk about how emotional the decision is. Share your experience in the comments below.,0,1
A breast cancer diagnosis can change the course of your life. Priorities may change and once simple tasks can become difficult. What were some of the most helpful things people did for you to ease the burden? Share with us in the comments below.,0,1
"According to the National Cancer Institute, when breast cancer is detected early and is in the localized stage, the 5-year relative survival rate is 99%. Early detection includes doing monthly breast self-exams and scheduling regular clinical breast exams and mammograms. Increase your chances of detecting breast cancer early and check out this free guide: 3 Steps to Early Detection at https://www.nationalbreastcancer.org/early-detection-guide/.:=:https://www.nationalbreastcancer.org/early-detection-guide/",0,1
"Emotional support for cancer survivors is needed at every step, even after treatment concludes. Having a reliable support system is key to managing the ""new normal"" of survivorship. Sadly, some breast cancer survivors say the support from loved ones decreased after completing treatment. What has your experience been like? Share in the comments below.",0,1
"In October, and all year long, we offer hope to women affected by breast cancer.",0,1
"On National Mammography Day, we share this important reminder from Lillie Shockney. ""For those of you who were scheduled for a mammogram between March 2020 and now, you were likely instructed to delay your screenings until the COVID-19 pandemic is in control or possibly even over. This doesn't mean that your mammogram isn't important and necessary. Your healthcare providers want to keep you as safe as possible. So when the time comes, please get rescheduled for this important screening test. Also, you should still be doing your monthly breast self-exam. Look for changes from last month to this month and, if you find something, then see your provider. He/she might even want you to get a diagnostic mammogram just to ensure all is well. Healthcare facilities, including breast imaging facilities, are taking great measures to keep you safe.""",0,1
"Undergoing treatment such as chemotherapy, immunotherapy, and radiation therapy can result in short and long-term side effects. Side effects often begin at the start of treatment and steadily linger but can also develop many years post-treatment. Many survivors have openly shared that they have suffered from ailments such as memory loss, fatigue, and sadly, even infertility. Have you been coping with chronic side effects since ending breast cancer treatment? Please share in the comments below.",0,1
"A HOPE Kit is more than just a care package. It is a message of hope shared with patients who are in active treatment for breast cancer! Packed with love, a HOPE Kit is full of comforting and encouraging items that patients find helpful while undergoing breast cancer treatment. Check out nbcf.org for more information on HOPE Kits and our other support services.",0,1
"Some of the most common symptoms of breast cancer include a new lump in the breast or underarm (armpit), thickening or swelling of part of the breast, or irritation or dimpling of breast skin. If your body is showing any of these early warning signs, we encourage you to consult with your doctor immediately. Detecting breast cancer in its early stages can help save your life. To learn more about the symptoms and signs of breast cancer, visit bit.ly/2nqXepJ.",0,1
"64% of breast cancer cases are diagnosed at a localized stage (there is no sign that cancer has spread outside of the breast), for which the 5-year survival rate is 99%. Early detection is key and it could save your life. When breast cancer is detected early, it can be treated more successfully, increasing the chances for survival. A mammogram is one of the best ways to detect breast cancer early. Today is #NationalMammographyDay and we encourage you to be proactive about your breast health and schedule your screening.",0,1
"Today, and every day, we are thankful for the hope and inspiration found in the hearts of survivors everywhere.",0,1
"The term cancerversary is well-known in the breast cancer community. It is used to describe the anniversary of a specific time, date or event in the life of a person touched by this disease. Some survivors choose to celebrate this milestone as a way to look back on how far they have come since their diagnosis while others choose to dismiss it because that period of time reflects bad memories. We would love to hear your thoughts on this. Please share with us how you feel on your cancerversary.",0,1
Sometimes we need a small reminder of just how strong and resilient we are.,0,1
Today is National Cancer Survivors Day. Cancer has affected all of us in some way. That’s why we want to take this moment to celebrate all cancer survivors and to honour and remember those whose have succumbed to this terrible disease. Tell us…,0,1
"At the age of 27, Montana was diagnosed with stage 1 triple negative breast cancer, an aggressive subtype that typically affects young women and women with the BRCA1 gene mutation. Montana has been screened annually since the age of 18 after finding out she was a carrier to this gene. This annual mammogram has ultimately saved her life thanks to early detection of the cancer. Read more about Montana and her journey with breast cancer: http://bit.ly/1pIIsK8:=:http://www.getpinkd.com/#!blank/o863f Funds raised through programs like #GetPinkd support projects aiming to find new ways to treat aggressive breast cancers.",1,0
We're proud to commemorate our 20-year partnership with CIBC. Thank you for your dedication to the #CIBCRunfortheCure and your commitment to creating a future without breast cancer.,0,1
Finish this sentence...,0,1
Deanna King was a participant and wonderful supporter of the Canadian Breast Cancer Foundation CIBC Run for the Cure. We are very saddened by the news of her passing. Our thoughts are with her family and friends.,1,0
"On February 1, 2017, the Canadian Cancer Society (CCS) and the Canadian Breast Cancer Foundation (CBCF) joined forces to increase operational efficiencies and further our impact on all types of cancer for all Canadians. This unprecedented merger allows the new Canadian Cancer Society to accelerate the impact of donor dollars on cancer research and vital support services for people living with and affected by cancer. #TogetherWeAreStronger Learn more on our website: cbcf.org",0,1
"We want to hear your breast cancer story: tell us your connection to the cause by commenting below. Breast cancer is a disease that touches the lives of so many – our family, friends and our community. 25,000 women and 200 men are diagnosed with breast cancer in Canada each year. This community is here to help each other.",0,1
"Breast cancer has changed the lives of thousands of people every year – people like Nadia, Sharon, Kimberley and Anjum. Learn more about their personal and unique experiences as these 4 breast cancer survivors open up to help raise awareness and support others on a similar journey.",1,0
"Hans Christian Andersen once said, “Where words fail, music speaks.” We want to know...",0,1
"Inspired by you – our passionate community – we’re answering some of the frequently asked questions about breast cancer that we know matter to many of you, including: ➡️ What is metastatic breast cancer and what is its impact on Canadians? ➡️ What is breast density and how does it affect breast cancer risk? ➡️ Can men get breast cancer too? Find important information about these topics and more as we bring awareness in our latest blog.",0,1
Finish this sentence...,0,1
"For those who have been diagnosed or experienced breast cancer, we want to know…",0,1
"The largest study to date of a condition known as “chemobrain” shows that women with breast cancer report it’s a substantial problem after chemotherapy, for as long as six months after treatment. Chemobrain refers to a type of mental fog that people can experience from chemotherapy, and can include problems with thinking, concentration and memory. Read more about this study led by Michelle C. Janelsins, Ph.D. (pictured) at: http://bit.ly/2iEX1Mx:=:https://www.urmc.rochester.edu/news/story/chemo-brain-among-women-with-breast-cancer-is-pervasive-study-shows",0,1
"We're continuing to increase awareness and access to post-mastectomy breast reconstruction options for Canadian women through BRA (Breast Reconstruction Awareness) Day events across Canada and our relationships with community members and physicians. For information and access to resources anytime, consult our BRA Day website: bra-day.com/",0,1
"“I didn’t want to live in fear.” – After finding out she had a genetic mutation that put her at high risk of breast cancer, Meghan underwent a double mastectomy at the age of 24. Find out why she’s encouraging Canadians to learn more about their health and how she’s supporting others in their breast cancer journey through the #CIBCRunfortheCure.",1,0
"“I have participated in the Canadian Cancer Society #CIBCRunfortheCure for about 20 years now. I initially joined because CIBC was the title sponsor, but after I was diagnosed with breast cancer, I felt a more personal connection to the Run and a desire to give back to the breast cancer cause.” – Angie, Team CIBC member. After being diagnosed with breast cancer, the Run took on a whole new meaning for Angie. See how she is inspiring others to change the future of breast cancer ➡️ http://bit.ly/2JTKzaR",1,0
"To thank you for your support of the breast cancer cause, we’re offering one lucky Canadian Cancer Society #CIBCRunfortheCure supporter an exclusive prize package from WestJet, Samsonite Canada and The Ritz-Carlton, Cancun! For every $25 you fundraise or donate online from September 28 at 12:00 AM PST to October 3 at 11:59 PM PST, you will be entered for a chance to win one roundtrip flight for two guests from any Canadian WestJet destination to any regularly scheduled and marketed WestJet destination! But that’s not all: the winner will also receive two Samsonite luggage sets, as well as three nights’ accommodation for two at The Ritz-Carlton, Cancun – a five-star oceanfront hotel provided by TTITravelCanada! Don’t miss your chance to win this incredible prize package, which is valid up until December 18, 2021! So, what are you waiting for? Join the Run and start fundraising to be entered for your chance to win! For full rules and regulations, visit: https://bit.ly/3i9Ydo4:=:https://support.cancer.ca/site/SPageNavigator/RFTC_NW_rules_and_regs_westjet.html?s_src=soo-facebook-fwbc_social&s_subsrc=westjetincentive_cibcrftc2020&utm_source=soo-facebook-fwbc&utm_medium=social&utm_content=westjetincentive&utm_campaign=cibcrftc2020",0,1
"“It’s because of events like the Run that we can continue to make progress in diagnosing and treating breast cancer – and giving hope to all those affected by it.” The Canadian Cancer Society #CIBCRunfortheCure has a personal meaning for Scott and his wife Ann, both CIBC employees whose family members have been affected by breast cancer. Scott opens up about the impact of breast cancer in their lives and shares why he’s more determined than ever to make a difference through this year’s reimagined Run.",1,0
"“From the moment I arrived at the lodge, I felt the warmth and compassion of the staff and other residents. I formed treasured friendships with people who knew exactly how I was feeling and offered comfort and understanding.” When Sharon found out she’d have to leave home for two months to receive breast cancer treatment, she felt especially scared and anxious about being away from her loved ones during such a difficult time. But, staying at a Canadian Cancer Society lodge gave her a home away from home where she could find strength and courage. For people like Sharon who need to travel outside of their communities for life-saving cancer treatments, our lodges provide a safe, restful place to stay and focus on healing. We’re so grateful to partners like Tetley Canada who support our lodge communities and help us ensure that no one has to face cancer alone.",1,0
"Thanks to your support, researchers discovered a breakthrough 3-step treatment for the most aggressive form of breast cancer: triple negative. The treatment combination of cancer-killing viruses, surgery, and immunotherapy could prevent relapse and potentially improve survival rates for this aggressive form of cancer. Help continue to drive progress in breast cancer research by supporting Canada’s best and brightest researchers: http://bit.ly/2NZ9Fcq",0,1
Calling all Changemakers! Honour someone special when you run. Register now to create your personalized campaign for the Canadian Breast Cancer Foundation #CIBCRunfortheCure: http://bit.ly/2aaDChn CIBC,0,1
Help Tetley Canada pick their annual Canadian Breast Cancer Foundation package. Tetley will donate 15 cents from the sale of every limited edition box! Visit their Facebook page (Tetley Canada) and tell them which design you like!,0,1
"Today, the Canadian Cancer Society released the Canadian Cancer Statistics 2019 report. The new report studied 23 cancers, including breast cancer. One of the key findings showed the female breast cancer death rate has decreased by an estimated 48% since it peaked in 1986 thanks to improvements in early detection and treatment. Together, we are changing the future of breast cancer for Canadian women across the country. Learn more about this and other signs of progress: bit.ly/2lYNAx7:=:http://bit.ly/2lYNAx7",0,1
"Meet Bernice – breast cancer survivor, passionate advocate for the breast cancer cause, and one of our campaign heroes for this year’s Canadian Cancer Society #CIBCRunfortheCure. As a breast cancer survivor, Bernice was determined to make a meaningful difference for others affected by the disease – and that’s exactly what she’s been doing for over 15 years now. Since her first Run in 2004, her determination in raising funds has only continued to grow. A self-described “energizer bunny,” Bernice is upfront, personable and doesn’t take no for an answer when asking for donations. She’s raised over $246,500 and counting for the breast cancer cause! We’re so inspired by Run supporters like Bernice who help us make a difference in the lives of Canadians affected by breast cancer. Learn more about the different Canadian women featured in our campaign and each of their personal breast cancer journeys.",1,0
"October is #BreastCancerAwarenessMonth. Did you know? About 75 Canadians are expected to be diagnosed with cancer every single day. But thanks to generous supporters like you, important progress is being made in breast cancer research, helping those living with breast cancer live longer and fuller lives! See how your support has helped change the future of breast cancer. ❤️",0,1
"Have you registered for the #CIBCRunfortheCure on October 6 yet? There’s no better time than now! Save $10 on your minimum donation when you register by June 30. Tell your family, friends and co-workers to sign up – together, we can be a force-for-life in the face of breast cancer.",0,1
Make the home stretch to Run day count: the top three (3) individual fundraisers in Canada registered for the #CIBCRunfortheCure will automatically win a Philips Prize Pack! Check it out!,0,1
"“I think the biggest misconception about breast cancer is that it’s always fatal - it’s not. If breast cancer is detected early, individuals have a better chance of survival. In Canada, the five-year survival rate is now 88%. Early detection makes a difference.” Meet Dr. Iles...",0,1
"Today is Metastatic Breast Cancer Awareness Day. Women living with metastatic breast cancer face a range of physical, practical, and emotional challenges that can greatly impact their quality of life. We recognize these unique challenges and we're here to help women and their loved ones cope and live well with metastatic breast cancer. On our website, we share with you resources as well as the story of two women in St. John's, NL, who have been living with the disease for seven years and their determined hope-filled impact on their community: http://bit.ly/2ednoqn",0,1
"Interested in starting a breast cancer support group in your community? The Canadian Cancer Society is offering a Breast Cancer Support Volunteer Training Workshop in Calgary, AB, June 9-11. This workshop is free for women from Alberta and Saskatchewan who have had a breast cancer diagnosis and want to provide vital peer support to others. Help us ensure no one has to face breast cancer alone – Apply today: http://support.cbcf.org/prairies-volunteer-training-workshop/",0,1
"Having ER+ (estrogen receptive positive) breast cancer means that your breast cancer’s growth is fueled by estrogen. If the effect of estrogen on these cells can be stopped, the cancer growth is slowed down. Hormone therapy can help to do this. Learn more…",0,1
"There's a lot of excitement coming out from our #CIBCRunfortheCure sites in Alberta, New Brunswick, Manitoba and Saskatchewan! Their passion to change the future of breast cancer is so inspiring – we're grateful for their commitment (and yours!) to the breast cancer cause. 💛 Comment below to let us know if you're taking part in a Run event today and where!",0,1
"#cancermyth busters: Wearing a bra might cause breast cancer. True or false? Tell us in the comments, we'll share the answer in a few days!",0,1
"No one should have to face cancer alone. When breast cancer survivor, Joan Aucoin, founded the “Sharing Our Strength” (SOS) peer support group she wanted to create a place where women could come together and share their experiences. Watch more to hear about how one group of women are sharing their stories to empower each other through their cancer journey:",1,0
Purchase and design a #CIBCRunfortheCure virtual balloon for just $10. Your customized balloon will travel the skies using real weather patterns during the 5 day race. If your balloon comes in first you could win a $5000 CIBC Prepaid Gift Card. Second place could win a $2500 CIBC Prepaid Gift Card and third place could win a $1000 CIBC Prepaid Gift Card!* Purchase a balloon here: rabr.co/cbcf. Contest rules here: http://bit.ly/2c8C34d,0,1
Happy Father’s Day! We want to know…,0,1
Proud of our community south of the border empowering all bodies on the runway.,0,1
"Lymphedema is a health condition that can result from breast cancer treatment following the surgical removal of lymph nodes from the underarm area or radiation treatment to this area. When lymph nodes are removed or damaged, the lymphatic system is unable to work as effectively in that area and lymph fluid can build up, causing swelling in the arm, hand or chest area. Not everyone who has had lymph nodes removed or radiation to the underarm area develops lymphedema. Learn more about the signs & symptoms...",0,1
"Have you signed up for the #CIBCRunfortheCure yet? Sign up and start fundraising because this year, we’re thanking a few lucky winners with a new KitchenAid Canada prize package – but for a limited time only! For every $25 you fundraise or donate online by August 16, 2019 at 11:59 PM PST, you will receive one ballot to be entered for a chance to win one of three KitchenAid® prize packages. Hurry – contest ends soon! For full rules and regulations, visit http://bit.ly/2OO7gSe:=:http://convio.cancer.ca/site/DocServer?docID=22488&s_src=soo-facebook-fwbc_social&s_subsrc=kitchenaidrules_cibcrftc2019&utm_source=soo-facebook-fwbc&utm_medium=social&utm_content=kitchenaidrules&utm_campaign=cibcrftc2019",0,1
"Last year, 103,814 people across Canada participated in the #CIBCRunfortheCure. If you're participating this year, in the comments below, tell us who you're running for!",0,1
Who inspires you to Run this year? Tag or mention your ChangeMaker on this post. #CIBCRunfortheCure,0,1
